k,t_real_s,y1,u1_aplicado,dy1,du1_aplicado
1839,9.195,2.352,5.596,-0.125,-44.403999999999996
1840,9.2,2.272,5.381,-0.20500000000000007,-44.619
1841,9.205,2.234,5.322,-0.24299999999999988,-44.678
1842,9.21,2.166,92.393,-0.31099999999999994,42.393
1843,9.215,2.25,92.666,-0.22699999999999987,42.666
1844,9.22,2.34,31.729,-0.137,-18.271
1845,9.225,2.301,5.508,-0.1759999999999997,-44.492
1846,9.23,2.23,92.578,-0.2469999999999999,42.578
1847,9.235,2.313,5.537,-0.1639999999999997,-44.463
1848,9.24,2.244,66.377,-0.23299999999999965,16.376999999999995
1849,9.245,2.264,5.42,-0.21300000000000008,-44.58
1850,9.25,2.213,92.52,-0.2639999999999998,42.519999999999996
1851,9.255,2.297,5.469,-0.17999999999999972,-44.531
1852,9.26,2.227,57.666,-0.25,7.665999999999997
1853,9.265,2.209,5.244,-0.2679999999999998,-44.756
1854,9.27,2.136,5.068,-0.34099999999999975,-44.932
1855,9.275,2.106,92.217,-0.371,42.217
1856,9.28,2.193,92.471,-0.2839999999999998,42.471000000000004
1857,9.285,2.279,40.332,-0.19799999999999995,-9.668
1858,9.291,2.271,92.715,-0.20599999999999996,42.715
1859,9.295,2.346,40.518,-0.13099999999999978,-9.482
1860,9.3,2.356,57.93,-0.121,7.93
1861,9.305,2.392,93.018,-0.08499999999999996,43.018
1862,9.31,2.479,93.271,0.002000000000000224,43.271
1863,9.315,2.548,93.486,0.07100000000000017,43.486000000000004
1864,9.32,2.636,93.643,0.15900000000000025,43.643
1865,9.325,2.633,6.328,0.15600000000000014,-43.672
1866,9.33,2.562,6.104,0.08499999999999996,-43.896
1867,9.335,2.493,93.311,0.016000000000000014,43.31100000000001
1868,9.34,2.46,5.859,-0.016999999999999904,-44.141
1869,9.345,2.43,5.771,-0.04699999999999971,-44.229
1870,9.35,2.35,5.605,-0.12699999999999978,-44.394999999999996
1871,9.355,2.27,57.773,-0.20699999999999985,7.773000000000003
1872,9.36,2.299,5.518,-0.17799999999999994,-44.482
1873,9.365,2.225,92.568,-0.2519999999999998,42.568
1874,9.37,2.292,40.391,-0.18500000000000005,-9.609000000000002
1875,9.376,2.297,84.014,-0.17999999999999972,34.013999999999996
1876,9.38,2.32,92.832,-0.15700000000000003,42.831999999999994
1877,9.385,2.4,93.027,-0.07699999999999996,43.027
1878,9.39,2.48,93.301,0.0030000000000001137,43.301
1879,9.395,2.536,93.457,0.05900000000000016,43.456999999999994
1880,9.4,2.613,93.633,0.13600000000000012,43.632999999999996
1881,9.405,2.581,49.844,0.10400000000000009,-0.1559999999999988
1882,9.41,2.623,93.672,0.14600000000000035,43.672
1883,9.415,2.674,93.818,0.19700000000000006,43.818
1884,9.42,2.73,24.023,0.2530000000000001,-25.977
1885,9.425,2.653,93.701,0.17600000000000016,43.70099999999999
1886,9.43,2.72,32.744,0.24300000000000033,-17.256
1887,9.435,2.731,85.205,0.254,35.205
1888,9.44,2.778,94.092,0.30100000000000016,44.092
1889,9.445,2.847,94.287,0.3700000000000001,44.287000000000006
1890,9.45,2.911,94.463,0.43400000000000016,44.462999999999994
1891,9.455,2.969,94.6,0.492,44.599999999999994
1892,9.461,3.03,7.344,0.5529999999999999,-42.656
1893,9.465,2.953,85.781,0.476,35.781000000000006
1894,9.47,2.991,94.688,0.5140000000000002,44.688
1895,9.475,2.989,7.168,0.512,-42.832
1896,9.48,2.891,94.385,0.41400000000000015,44.385000000000005
1897,9.485,2.96,7.119,0.4830000000000001,-42.881
1898,9.49,2.86,6.914,0.383,-43.086
1899,9.495,2.773,32.891,0.29600000000000026,-17.109
1900,9.5,2.72,6.543,0.24300000000000033,-43.457
1901,9.505,2.661,41.338,0.18400000000000016,-8.661999999999999
1902,9.51,2.612,6.23,0.13500000000000023,-43.769999999999996
1903,9.515,2.529,6.025,0.052000000000000046,-43.975
1904,9.52,2.511,49.619,0.03400000000000025,-0.3810000000000002
1905,9.525,2.495,5.986,0.018000000000000238,-44.014
1906,9.53,2.42,93.115,-0.05699999999999994,43.114999999999995
1907,9.535,2.505,5.996,0.028000000000000025,-44.004
1908,9.54,2.421,93.125,-0.05600000000000005,43.125
1909,9.545,2.439,58.232,-0.03799999999999981,8.232
1910,9.55,2.492,5.996,0.015000000000000124,-44.004
1911,9.555,2.411,93.096,-0.06599999999999984,43.096000000000004
1912,9.56,2.489,75.801,0.01200000000000001,25.801000000000002
1913,9.565,2.453,5.82,-0.02400000000000002,-44.18
1914,9.57,2.371,5.635,-0.10599999999999987,-44.365
1915,9.575,2.297,5.439,-0.17999999999999972,-44.561
1916,9.58,2.223,5.244,-0.254,-44.756
1917,9.585,2.225,92.529,-0.2519999999999998,42.528999999999996
1918,9.59,2.289,66.523,-0.18799999999999972,16.522999999999996
1919,9.595,2.263,14.141,-0.21399999999999997,-35.859
1920,9.6,2.319,5.488,-0.15799999999999992,-44.512
1921,9.605,2.236,5.303,-0.24099999999999966,-44.697
1922,9.61,2.165,92.393,-0.31199999999999983,42.393
1923,9.615,2.254,92.646,-0.22299999999999986,42.646
1924,9.62,2.339,92.891,-0.1379999999999999,42.891000000000005
1925,9.625,2.425,66.904,-0.052000000000000046,16.903999999999996
1926,9.63,2.483,93.291,0.006000000000000227,43.291
1927,9.635,2.546,93.486,0.06899999999999995,43.486000000000004
1928,9.64,2.625,93.662,0.14800000000000013,43.662000000000006
1929,9.645,2.693,93.857,0.2160000000000002,43.857
1930,9.65,2.741,32.793,0.26400000000000023,-17.207
1931,9.655,2.69,41.387,0.21300000000000008,-8.613
1932,9.66,2.726,50.234,0.2490000000000001,0.23400000000000176
1933,9.665,2.721,6.523,0.24400000000000022,-43.477000000000004
1934,9.67,2.629,6.25,0.15200000000000014,-43.75
1935,9.675,2.559,93.486,0.0820000000000003,43.486000000000004
1936,9.68,2.638,93.672,0.16100000000000003,43.672
1937,9.685,2.711,58.906,0.23399999999999999,8.905999999999999
1938,9.69,2.712,6.514,0.23500000000000032,-43.486
1939,9.695,2.619,6.27,0.14200000000000035,-43.730000000000004
1940,9.7,2.54,75.967,0.06300000000000017,25.967
1941,9.705,2.588,93.545,0.11100000000000021,43.545
1942,9.71,2.668,93.76,0.19100000000000028,43.760000000000005
1943,9.715,2.736,94.004,0.25900000000000034,44.004000000000005
1944,9.72,2.802,6.738,0.3250000000000002,-43.262
1945,9.725,2.702,93.906,0.2250000000000001,43.906000000000006
1946,9.73,2.778,50.371,0.30100000000000016,0.3710000000000022
1947,9.735,2.774,6.68,0.29700000000000015,-43.32
1948,9.74,2.699,50.146,0.22199999999999998,0.1460000000000008
1949,9.745,2.668,58.838,0.19100000000000028,8.838000000000001
1950,9.75,2.707,58.877,0.22999999999999998,8.877000000000002
1951,9.755,2.714,6.533,0.2370000000000001,-43.467
1952,9.76,2.654,76.26,0.17700000000000005,26.260000000000005
1953,9.765,2.6,6.182,0.12300000000000022,-43.818
1954,9.77,2.516,6.006,0.039000000000000146,-43.994
1955,9.775,2.545,93.438,0.06800000000000006,43.438
1956,9.78,2.624,6.27,0.14700000000000024,-43.730000000000004
1957,9.785,2.643,93.701,0.16599999999999993,43.70099999999999
1958,9.79,2.716,93.906,0.23900000000000032,43.906000000000006
1959,9.795,2.78,85.381,0.30299999999999994,35.381
1960,9.8,2.784,41.65,0.30699999999999994,-8.350000000000001
1961,9.805,2.789,6.68,0.3120000000000003,-43.32
1962,9.81,2.701,93.867,0.2240000000000002,43.867000000000004
1963,9.815,2.668,93.789,0.19100000000000028,43.789
1964,9.82,2.738,6.582,0.2610000000000001,-43.418
1965,9.825,2.655,15.078,0.17799999999999994,-34.922
1966,9.83,2.682,93.799,0.20500000000000007,43.79900000000001
1967,9.835,2.712,50.234,0.23500000000000032,0.23400000000000176
1968,9.84,2.749,93.877,0.27200000000000024,43.876999999999995
1969,9.845,2.754,58.984,0.27700000000000014,8.984000000000002
1970,9.85,2.685,6.465,0.20800000000000018,-43.535
1971,9.855,2.613,32.441,0.13600000000000012,-17.558999999999997
1972,9.86,2.539,6.064,0.06200000000000028,-43.936
1973,9.865,2.468,5.879,-0.008999999999999897,-44.121
1974,9.87,2.384,5.684,-0.09299999999999997,-44.316
1975,9.875,2.405,5.693,-0.07200000000000006,-44.307
1976,9.88,2.315,5.537,-0.16199999999999992,-44.463
1977,9.885,2.245,5.313,-0.23199999999999976,-44.687
1978,9.89,2.185,92.48,-0.2919999999999998,42.480000000000004
1979,9.895,2.283,5.42,-0.19399999999999995,-44.58
1980,9.9,2.22,5.244,-0.2569999999999997,-44.756
1981,9.905,2.153,5.049,-0.32399999999999984,-44.951
1982,9.91,2.139,5.059,-0.3380000000000001,-44.941
1983,9.915,2.07,4.873,-0.40700000000000003,-45.127
1984,9.92,2.002,65.762,-0.4750000000000001,15.762
1985,9.925,2.046,4.863,-0.43100000000000005,-45.137
1986,9.931,1.986,4.688,-0.4909999999999999,-45.312
1987,9.935,1.937,4.551,-0.5399999999999998,-45.449
1988,9.94,1.874,39.258,-0.6029999999999998,-10.741999999999997
1989,9.945,1.915,91.689,-0.5619999999999998,41.68899999999999
1990,9.95,1.957,91.846,-0.5199999999999998,41.846000000000004
1991,9.955,2.058,4.873,-0.41900000000000004,-45.127
1992,9.96,2.082,4.941,-0.395,-45.059
1993,9.965,2.021,91.934,-0.45599999999999996,41.934
1994,9.97,2.039,13.506,-0.4379999999999997,-36.494
1995,9.975,2.033,65.85,-0.44399999999999995,15.849999999999994
1996,9.98,2.11,92.236,-0.367,42.236000000000004
1997,9.985,2.092,66.016,-0.3849999999999998,16.016000000000005
1998,9.99,2.174,92.412,-0.30299999999999994,42.412000000000006
1999,9.995,2.204,92.49,-0.2729999999999997,42.489999999999995
2000,10.0,2.282,,-0.19499999999999984,
